 100  2.53184e-06 
 200  1.9456e-07 
 300  1.2288e-07 
 400  1.28e-07 
 500  1.08544e-07 
 600  1.024e-07 
 700  9.94743e-08 
 800  9.088e-08 
 900  8.76089e-08 
 1000  8.6016e-08 
 1100  8.65745e-08 
 1200  8.36267e-08 
 1300  8.192e-08 
 1400  8.11886e-08 
 1500  7.9872e-08 
 1600  7.872e-08 
 1700  7.77035e-08 
 1800  7.73689e-08 
 1900  7.49137e-08 
 2000  7.5264e-08 
