20  5.4008e-08
21  5.6136e-08
22  5.7848e-08
23  5.70864e-08
24  5.80208e-08
25 6.76448e-08
26  6.91792e-08
27  7.19728e-08
28  7.21664e-08
29  7.72032e-08
30  8.03728e-08
31  8.44672e-08
32 8.256e-08
33 2.10955e-07
34  2.11856e-07
35  2.13278e-07
36  2.14664e-07
37  2.17621e-07
38  2.17808e-07
39  2.1957e-07
40  2.12314e-07
